lot,wafer,test_site,die_column,die_row,timestamp,device_name,dc_bias_v,current_a,extinction_ratio_db,vpi_at_dc_bias_v,source_file
HY202103,D24,DCM_LMZO,-1,-1,20190531_151815,MZMOTE_LULAB_380_500,-2.0,7.061231e-11,37.109450340270996,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-1,20190531_151815,MZMOTE_LULAB_380_500,-1.5,1.158634e-10,37.19956159591675,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-1,20190531_151815,MZMOTE_LULAB_380_500,-1.0,1.17707e-10,37.12304449081421,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-1,20190531_151815,MZMOTE_LULAB_380_500,-0.5,1.203466e-10,37.06530427932739,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-1,20190531_151815,MZMOTE_LULAB_380_500,0.0,1.269242e-10,37.17192554473877,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-1,20190531_151815,MZMOTE_LULAB_380_500,0.5,1.308625e-10,37.098570823669434,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-3,20190531_151815,MZMOTE_LULAB_380_500,-2.0,7.086372e-11,37.76523971557617,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-3,20190531_151815,MZMOTE_LULAB_380_500,-1.5,1.163243e-10,37.749449253082275,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-3,20190531_151815,MZMOTE_LULAB_380_500,-1.0,1.184192e-10,37.68135976791382,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-3,20190531_151815,MZMOTE_LULAB_380_500,-0.5,1.191315e-10,37.7364239692688,60.5725,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-3,20190531_151815,MZMOTE_LULAB_380_500,0.0,1.304854e-10,37.77879619598389,42.3892,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-3,20190531_151815,MZMOTE_LULAB_380_500,0.5,1.326221e-10,37.76545524597168,32.6023,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,3,20190531_151815,MZMOTE_LULAB_380_500,-2.0,7.291679e-11,37.51587104797363,34.5332,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,3,20190531_151815,MZMOTE_LULAB_380_500,-1.5,1.164919e-10,37.634021282196045,46.504,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,3,20190531_151815,MZMOTE_LULAB_380_500,-1.0,1.196762e-10,37.51018047332764,71.1772,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,3,20190531_151815,MZMOTE_LULAB_380_500,-0.5,1.182516e-10,37.53209924697876,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,3,20190531_151815,MZMOTE_LULAB_380_500,0.0,1.302759e-10,37.55188322067261,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,3,20190531_151815,MZMOTE_LULAB_380_500,0.5,1.326221e-10,37.57192611694336,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,-2.0,6.679948e-11,37.212180614471436,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,-1.5,1.166176e-10,37.22352170944214,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,-1.0,1.205979e-10,37.206594944000244,,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,-0.5,1.210169e-10,37.058650970458984,84.8822,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,0.0,1.288515e-10,37.09197759628296,81.7508,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
