lot,wafer,test_site,die_column,die_row,timestamp,device_name,dc_bias_v,current_at_minus_1v_a,current_at_0v_a,current_at_plus_1v_a,wavelength_start_nm,wavelength_stop_nm,point_count,il_min_db,il_max_db,il_mean_db,extinction_ratio_db,wavelength_at_min_il_nm,wavelength_at_max_il_nm,modulation_null_count,modulation_fsr_nm,modulation_mean_abs_dlambda_dv_nm_per_v,modulation_mean_dlambda_dv_nm_per_v,modulation_dlambda_dv_by_null_nm_per_v,modulation_null_wavelengths_0v_nm,modulation_r2_by_null,vpi_mean_v,vpi_min_v,vpi_max_v,vpi_by_null_v,source_file
HY202103,D24,DCM_LMZO,-3,-1,20190531_151815,MZMOTE_LULAB_380_500,0.0,1.184192e-10,1.304854e-10,1.283487e-10,1279.9818,1339.9911,6000,-44.35367202758789,-6.574875831604004,-18.175243728081384,37.77879619598389,1337.6213,1302.3173,6,3.39907,0.00508476,0.00344667,-0.002171;-0.000000;-0.001086;-0.001657;0.022040;0.003554,1288.1093;1297.8123;1307.3962;1317.3308;1327.4452;1337.5813,0.171429;0.500000;0.042857;0.017965;0.743816;0.017480,1.93276e+12,77.1113,1.15966e+13,782.679825;11596573508847.214844;1565.359649;1025.580460;77.111313;478.164523,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-1,20190531_151815,MZMOTE_LULAB_380_500,0.5,1.184192e-10,1.304854e-10,1.283487e-10,1279.9821,1339.992,6000,-44.3288688659668,-6.563413619995117,-18.201168661673865,37.76545524597168,1337.572,1302.3276,6,3.39907,0.00508476,0.00344667,-0.002171;-0.000000;-0.001086;-0.001657;0.022040;0.003554,1288.1093;1297.8123;1307.3962;1317.3308;1327.4452;1337.5813,0.171429;0.500000;0.042857;0.017965;0.743816;0.017480,1.93276e+12,77.1113,1.15966e+13,782.679825;11596573508847.214844;1565.359649;1025.580460;77.111313;478.164523,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,3,-1,20190531_151815,MZMOTE_LULAB_380_500,-2.0,1.196762e-10,1.302759e-10,1.271337e-10,1279.9789,1339.9899,6000,-44.81504440307617,-7.299173355102539,-18.82823504892985,37.51587104797363,1335.7055,1300.9296,6,3.93264,0.00698286,-0.00256381,0.002857;0.001257;-0.002914;0.009143;-0.005429;-0.020297,1286.4953;1296.0208;1305.7357;1315.5448;1325.6495;1335.6616,0.428571;0.042857;0.428571;0.583748;0.030130;0.593038,600.201,96.8767,1564.12,688.212000;1564.118182;674.717647;215.066250;362.216842;96.876689,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,3,-1,20190531_151815,MZMOTE_LULAB_380_500,-1.5,1.196762e-10,1.302759e-10,1.271337e-10,1279.9788,1339.9889,6000,-44.95891571044922,-7.324894428253174,-18.827735519011814,37.634021282196045,1335.7056,1300.9781,6,3.93264,0.00698286,-0.00256381,0.002857;0.001257;-0.002914;0.009143;-0.005429;-0.020297,1286.4953;1296.0208;1305.7357;1315.5448;1325.6495;1335.6616,0.428571;0.042857;0.428571;0.583748;0.030130;0.593038,600.201,96.8767,1564.12,688.212000;1564.118182;674.717647;215.066250;362.216842;96.876689,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,3,-1,20190531_151815,MZMOTE_LULAB_380_500,-1.0,1.196762e-10,1.302759e-10,1.271337e-10,1279.9789,1339.9886,6000,-44.83021545410156,-7.320034980773926,-18.829960197289786,37.51018047332764,1335.6216,1300.948,6,3.93264,0.00698286,-0.00256381,0.002857;0.001257;-0.002914;0.009143;-0.005429;-0.020297,1286.4953;1296.0208;1305.7357;1315.5448;1325.6495;1335.6616,0.428571;0.042857;0.428571;0.583748;0.030130;0.593038,600.201,96.8767,1564.12,688.212000;1564.118182;674.717647;215.066250;362.216842;96.876689,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,3,-1,20190531_151815,MZMOTE_LULAB_380_500,-0.5,1.196762e-10,1.302759e-10,1.271337e-10,1279.9791,1339.9878,6000,-44.83507537841797,-7.302976131439209,-18.805657638470333,37.53209924697876,1335.6439,1300.9275,6,3.93264,0.00698286,-0.00256381,0.002857;0.001257;-0.002914;0.009143;-0.005429;-0.020297,1286.4953;1296.0208;1305.7357;1315.5448;1325.6495;1335.6616,0.428571;0.042857;0.428571;0.583748;0.030130;0.593038,600.201,96.8767,1564.12,688.212000;1564.118182;674.717647;215.066250;362.216842;96.876689,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,3,-1,20190531_151815,MZMOTE_LULAB_380_500,0.0,1.196762e-10,1.302759e-10,1.271337e-10,1279.9792,1339.9886,6000,-44.870018005371094,-7.318134784698486,-18.806752235889434,37.55188322067261,1335.6647,1300.9975,6,3.93264,0.00698286,-0.00256381,0.002857;0.001257;-0.002914;0.009143;-0.005429;-0.020297,1286.4953;1296.0208;1305.7357;1315.5448;1325.6495;1335.6616,0.428571;0.042857;0.428571;0.583748;0.030130;0.593038,600.201,96.8767,1564.12,688.212000;1564.118182;674.717647;215.066250;362.216842;96.876689,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,3,-1,20190531_151815,MZMOTE_LULAB_380_500,0.5,1.196762e-10,1.302759e-10,1.271337e-10,1279.9789,1339.9885,6000,-44.869956970214844,-7.298030853271484,-18.802348785003026,37.57192611694336,1335.6645,1300.9768,6,3.93264,0.00698286,-0.00256381,0.002857;0.001257;-0.002914;0.009143;-0.005429;-0.020297,1286.4953;1296.0208;1305.7357;1315.5448;1325.6495;1335.6616,0.428571;0.042857;0.428571;0.583748;0.030130;0.593038,600.201,96.8767,1564.12,688.212000;1564.118182;674.717647;215.066250;362.216842;96.876689,"data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,-2.0,1.205979e-10,1.288515e-10,1.252065e-10,1279.9785,1339.9892,6000,-45.06328201293945,-7.851101398468018,-18.789924897591273,37.212180614471436,1336.1107,1291.959,7,3.514,0.0401984,-0.0147094,0.000000;0.002829;0.000000;0.002057;0.020303;0.064023;-0.192177,1287.2736;1296.7607;1306.2421;1316.1805;1326.1389;1336.2643;1339.4615,0.666667;0.238095;0.000000;0.059239;0.852771;0.250696;0.206552,3.68817e+12,9.14261,1.74418e+13,17441807351026.861328;621.161616;8375391043240.841797;854.097222;86.539544;27.443324;9.142607,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,-1.5,1.205979e-10,1.288515e-10,1.252065e-10,1279.9777,1339.9897,6000,-45.07372283935547,-7.85020112991333,-18.811003734906514,37.22352170944214,1336.2435,1291.9588,7,3.514,0.0401984,-0.0147094,0.000000;0.002829;0.000000;0.002057;0.020303;0.064023;-0.192177,1287.2736;1296.7607;1306.2421;1316.1805;1326.1389;1336.2643;1339.4615,0.666667;0.238095;0.000000;0.059239;0.852771;0.250696;0.206552,3.68817e+12,9.14261,1.74418e+13,17441807351026.861328;621.161616;8375391043240.841797;854.097222;86.539544;27.443324;9.142607,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,-1.0,1.205979e-10,1.288515e-10,1.252065e-10,1279.9771,1339.988,6000,-45.03593826293945,-7.829343318939209,-18.789061855157218,37.206594944000244,1336.1208,1291.9575,7,3.514,0.0401984,-0.0147094,0.000000;0.002829;0.000000;0.002057;0.020303;0.064023;-0.192177,1287.2736;1296.7607;1306.2421;1316.1805;1326.1389;1336.2643;1339.4615,0.666667;0.238095;0.000000;0.059239;0.852771;0.250696;0.206552,3.68817e+12,9.14261,1.74418e+13,17441807351026.861328;621.161616;8375391043240.841797;854.097222;86.539544;27.443324;9.142607,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,-0.5,1.205979e-10,1.288515e-10,1.252065e-10,1279.9784,1339.9904,6000,-44.96163558959961,-7.902984619140625,-18.781138374725977,37.058650970458984,1336.3408,1292.645,7,3.514,0.0401984,-0.0147094,0.000000;0.002829;0.000000;0.002057;0.020303;0.064023;-0.192177,1287.2736;1296.7607;1306.2421;1316.1805;1326.1389;1336.2643;1339.4615,0.666667;0.238095;0.000000;0.059239;0.852771;0.250696;0.206552,3.68817e+12,9.14261,1.74418e+13,17441807351026.861328;621.161616;8375391043240.841797;854.097222;86.539544;27.443324;9.142607,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,0.0,1.205979e-10,1.288515e-10,1.252065e-10,1279.9785,1339.9871,6000,-44.972076416015625,-7.880098819732666,-18.791230618953705,37.09197759628296,1336.1105,1292.0497,7,3.514,0.0401984,-0.0147094,0.000000;0.002829;0.000000;0.002057;0.020303;0.064023;-0.192177,1287.2736;1296.7607;1306.2421;1316.1805;1326.1389;1336.2643;1339.4615,0.666667;0.238095;0.000000;0.059239;0.852771;0.250696;0.206552,3.68817e+12,9.14261,1.74418e+13,17441807351026.861328;621.161616;8375391043240.841797;854.097222;86.539544;27.443324;9.142607,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,0.5,1.205979e-10,1.288515e-10,1.252065e-10,1279.9772,1339.9881,6000,-45.019142150878906,-7.827313423156738,-18.763435194889706,37.19182872772217,1336.3707,1291.9777,7,3.514,0.0401984,-0.0147094,0.000000;0.002829;0.000000;0.002057;0.020303;0.064023;-0.192177,1287.2736;1296.7607;1306.2421;1316.1805;1326.1389;1336.2643;1339.4615,0.666667;0.238095;0.000000;0.059239;0.852771;0.250696;0.206552,3.68817e+12,9.14261,1.74418e+13,17441807351026.861328;621.161616;8375391043240.841797;854.097222;86.539544;27.443324;9.142607,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,-3,20190531_151815,MZMOTE_LULAB_380_500,-2.0,1.227765e-10,1.27846e-10,1.257093e-10,1279.9791,1339.9917,6000,-44.13326644897461,-6.129396915435791,-18.876543937762577,38.00386953353882,1333.6115,1298.8256,6,3.92185,0.00250762,-0.00169238,0.000640;0.000571;-0.001783;-0.003114;0.001234;-0.007703,1284.6912;1294.1420;1303.9229;1313.6004;1323.5998;1333.6319,0.003270;0.017143;0.154286;0.428571;0.003286;0.038739,1678.06,254.571,3431.62,3063.945312;3431.618750;1099.877804;629.654817;1588.712384;254.571124,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,-3,20190531_151815,MZMOTE_LULAB_380_500,-1.5,1.227765e-10,1.27846e-10,1.257093e-10,1279.9787,1339.988,6000,-44.11863708496094,-6.134435176849365,-18.88942915725708,37.98420190811157,1333.6425,1298.8673,6,3.92185,0.00250762,-0.00169238,0.000640;0.000571;-0.001783;-0.003114;0.001234;-0.007703,1284.6912;1294.1420;1303.9229;1313.6004;1323.5998;1333.6319,0.003270;0.017143;0.154286;0.428571;0.003286;0.038739,1678.06,254.571,3431.62,3063.945312;3431.618750;1099.877804;629.654817;1588.712384;254.571124,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,-3,20190531_151815,MZMOTE_LULAB_380_500,-1.0,1.227765e-10,1.27846e-10,1.257093e-10,1279.9784,1339.9882,6000,-44.200016021728516,-6.136501312255859,-18.913145534992218,38.063514709472656,1333.5908,1298.8333,6,3.92185,0.00250762,-0.00169238,0.000640;0.000571;-0.001783;-0.003114;0.001234;-0.007703,1284.6912;1294.1420;1303.9229;1313.6004;1323.5998;1333.6319,0.003270;0.017143;0.154286;0.428571;0.003286;0.038739,1678.06,254.571,3431.62,3063.945312;3431.618750;1099.877804;629.654817;1588.712384;254.571124,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,-3,20190531_151815,MZMOTE_LULAB_380_500,-0.5,1.227765e-10,1.27846e-10,1.257093e-10,1279.9796,1339.9862,6000,-44.16716384887695,-6.147433280944824,-18.932887960592904,38.01973056793213,1333.6429,1298.8552,6,3.92185,0.00250762,-0.00169238,0.000640;0.000571;-0.001783;-0.003114;0.001234;-0.007703,1284.6912;1294.1420;1303.9229;1313.6004;1323.5998;1333.6319,0.003270;0.017143;0.154286;0.428571;0.003286;0.038739,1678.06,254.571,3431.62,3063.945312;3431.618750;1099.877804;629.654817;1588.712384;254.571124,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,-3,20190531_151815,MZMOTE_LULAB_380_500,0.0,1.227765e-10,1.27846e-10,1.257093e-10,1279.9786,1339.9885,6000,-44.04750061035156,-6.116504192352295,-18.92008250172933,37.93099641799927,1333.7518,1298.834,6,3.92185,0.00250762,-0.00169238,0.000640;0.000571;-0.001783;-0.003114;0.001234;-0.007703,1284.6912;1294.1420;1303.9229;1313.6004;1323.5998;1333.6319,0.003270;0.017143;0.154286;0.428571;0.003286;0.038739,1678.06,254.571,3431.62,3063.945312;3431.618750;1099.877804;629.654817;1588.712384;254.571124,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,-3,20190531_151815,MZMOTE_LULAB_380_500,0.5,1.227765e-10,1.27846e-10,1.257093e-10,1279.9799,1339.9898,6000,-44.186729431152344,-6.150486469268799,-18.951498315175375,38.036242961883545,1333.6211,1298.8239,6,3.92185,0.00250762,-0.00169238,0.000640;0.000571;-0.001783;-0.003114;0.001234;-0.007703,1284.6912;1294.1420;1303.9229;1313.6004;1323.5998;1333.6319,0.003270;0.017143;0.154286;0.428571;0.003286;0.038739,1678.06,254.571,3431.62,3063.945312;3431.618750;1099.877804;629.654817;1588.712384;254.571124,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,-3,20190531_151815,MZMOTE_LULAB_380_500,-2.0,1.130561e-10,1.332924e-10,1.353872e-10,1279.9793,1339.9862,6000,-45.67356491088867,-7.887334823608398,-19.410973157803216,37.78623008728027,1339.8159,1295.3931,7,4.32075,0.0101657,-0.00641388,0.004131;-0.042274;0.001109;-0.002829;0.007891;-0.010154;-0.002771,1281.1170;1290.4173;1300.0158;1309.8483;1319.6333;1329.6085;1339.7988,0.455872;0.851552;0.042857;0.428571;0.840723;0.275957;0.003386,650.372,51.1037,1948.79,522.911794;51.103707;1948.789831;763.768136;273.761931;212.754771;779.515933,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,-3,20190531_151815,MZMOTE_LULAB_380_500,-1.5,1.130561e-10,1.332924e-10,1.353872e-10,1279.98,1339.9898,6000,-45.735511779785156,-7.89907169342041,-19.399799436648685,37.836440086364746,1339.8365,1295.3957,7,4.32075,0.0101657,-0.00641388,0.004131;-0.042274;0.001109;-0.002829;0.007891;-0.010154;-0.002771,1281.1170;1290.4173;1300.0158;1309.8483;1319.6333;1329.6085;1339.7988,0.455872;0.851552;0.042857;0.428571;0.840723;0.275957;0.003386,650.372,51.1037,1948.79,522.911794;51.103707;1948.789831;763.768136;273.761931;212.754771;779.515933,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,-3,20190531_151815,MZMOTE_LULAB_380_500,-1.0,1.130561e-10,1.332924e-10,1.353872e-10,1279.9802,1339.9895,6000,-45.770389556884766,-7.8835248947143555,-19.414599864085517,37.88686466217041,1339.7285,1295.406,7,4.32075,0.0101657,-0.00641388,0.004131;-0.042274;0.001109;-0.002829;0.007891;-0.010154;-0.002771,1281.1170;1290.4173;1300.0158;1309.8483;1319.6333;1329.6085;1339.7988,0.455872;0.851552;0.042857;0.428571;0.840723;0.275957;0.003386,650.372,51.1037,1948.79,522.911794;51.103707;1948.789831;763.768136;273.761931;212.754771;779.515933,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,-3,20190531_151815,MZMOTE_LULAB_380_500,-0.5,1.130561e-10,1.332924e-10,1.353872e-10,1279.9807,1339.9902,6000,-45.59543228149414,-7.880593299865723,-19.37068224835396,37.71483898162842,1339.8377,1295.3964,7,4.32075,0.0101657,-0.00641388,0.004131;-0.042274;0.001109;-0.002829;0.007891;-0.010154;-0.002771,1281.1170;1290.4173;1300.0158;1309.8483;1319.6333;1329.6085;1339.7988,0.455872;0.851552;0.042857;0.428571;0.840723;0.275957;0.003386,650.372,51.1037,1948.79,522.911794;51.103707;1948.789831;763.768136;273.761931;212.754771;779.515933,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,-3,20190531_151815,MZMOTE_LULAB_380_500,0.0,1.130561e-10,1.332924e-10,1.353872e-10,1279.9805,1339.9926,6000,-45.48835372924805,-7.900869369506836,-19.354908231655756,37.58748435974121,1339.7624,1295.3956,7,4.32075,0.0101657,-0.00641388,0.004131;-0.042274;0.001109;-0.002829;0.007891;-0.010154;-0.002771,1281.1170;1290.4173;1300.0158;1309.8483;1319.6333;1329.6085;1339.7988,0.455872;0.851552;0.042857;0.428571;0.840723;0.275957;0.003386,650.372,51.1037,1948.79,522.911794;51.103707;1948.789831;763.768136;273.761931;212.754771;779.515933,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,-3,20190531_151815,MZMOTE_LULAB_380_500,0.5,1.130561e-10,1.332924e-10,1.353872e-10,1279.9807,1339.9901,6000,-45.541847229003906,-7.878486633300781,-19.33118112897873,37.663360595703125,1339.8687,1295.3975,7,4.32075,0.0101657,-0.00641388,0.004131;-0.042274;0.001109;-0.002829;0.007891;-0.010154;-0.002771,1281.1170;1290.4173;1300.0158;1309.8483;1319.6333;1329.6085;1339.7988,0.455872;0.851552;0.042857;0.428571;0.840723;0.275957;0.003386,650.372,51.1037,1948.79,522.911794;51.103707;1948.789831;763.768136;273.761931;212.754771;779.515933,"data\HY202103\D24\20190531_151815\HY202103_D24_(-3,2)_LION1_DCM_LMZO.xml"
