lot,wafer,test_site,die_column,die_row,timestamp,device_name,dc_bias_v,current_at_minus_1v_a,current_at_0v_a,current_at_plus_1v_a,wavelength_start_nm,wavelength_stop_nm,il_min_db,il_max_db,il_mean_db,extinction_ratio_db,wavelength_at_min_il_nm,wavelength_at_max_il_nm,modulation_null_count,modulation_fsr_nm,modulation_mean_abs_dlambda_dv_nm_per_v,modulation_mean_dlambda_dv_nm_per_v,modulation_dlambda_dv_by_null_nm_per_v,modulation_null_wavelengths_0v_nm,modulation_r2_by_null,vpi_mean_v,vpi_min_v,vpi_max_v,vpi_by_null_v,source_file
HY202103,D07,DCM_LMZC,-1,2,20190715_190855,MZMCTE_LULAB_450_500,-0.5,4.594612e-08,2.603921e-11,0.006384568,1529.9999,1579.9849,-54.8928337097168,-9.167892456054688,-17.729203877830507,45.72494125366211,1577.7135,1556.0026,4,7.1706,0.242817,-0.242817,-0.247577;-0.231183;-0.251383;-0.241126,1534.5524;1548.5455;1563.0042;1577.5746,0.973661;0.988119;0.987105;0.994755,14.7803,14.2623,15.5085,14.481547;15.508503;14.262309;14.869007,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,-1)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,-1,2,20190715_190855,MZMCTE_LULAB_450_500,0.0,4.594612e-08,2.603921e-11,0.006384568,1529.9999,1579.9853,-54.187984466552734,-9.15019702911377,-17.746934334754943,45.037787437438965,1577.5692,1555.8753,4,7.1706,0.242817,-0.242817,-0.247577;-0.231183;-0.251383;-0.241126,1534.5524;1548.5455;1563.0042;1577.5746,0.973661;0.988119;0.987105;0.994755,14.7803,14.2623,15.5085,14.481547;15.508503;14.262309;14.869007,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,-1)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,-1,2,20190715_190855,MZMCTE_LULAB_450_500,0.5,4.594612e-08,2.603921e-11,0.006384568,1530.0012,1579.9859,-55.43851089477539,-9.156579971313477,-17.755421574401854,46.281930923461914,1577.443,1555.8947,4,7.1706,0.242817,-0.242817,-0.247577;-0.231183;-0.251383;-0.241126,1534.5524;1548.5455;1563.0042;1577.5746,0.973661;0.988119;0.987105;0.994755,14.7803,14.2623,15.5085,14.481547;15.508503;14.262309;14.869007,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,-1)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,-3,2,20190715_190855,MZMCTE_LULAB_450_500,-2.0,6.184592e-08,3.090814e-11,0.006069297,1530.0006,1579.9839,-52.7916145324707,-10.693815231323242,-18.315365061950683,42.09779930114746,1530.44,1565.8187,3,4.6577,0.255634,-0.255634,-0.256269;-0.242829;-0.267806,1543.8717;1558.1470;1572.6139,0.994808;0.989428;0.995620,9.1247,8.69604,9.59051,9.087537;9.590511;8.696043,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,-3)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,-3,2,20190715_190855,MZMCTE_LULAB_450_500,-1.5,6.184592e-08,3.090814e-11,0.006069297,1529.9998,1579.9855,-54.709449768066406,-10.706844329833984,-18.28148477020264,44.00260543823242,1530.3187,1565.3821,3,4.6577,0.255634,-0.255634,-0.256269;-0.242829;-0.267806,1543.8717;1558.1470;1572.6139,0.994808;0.989428;0.995620,9.1247,8.69604,9.59051,9.087537;9.590511;8.696043,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,-3)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,-3,2,20190715_190855,MZMCTE_LULAB_450_500,-1.0,6.184592e-08,3.090814e-11,0.006069297,1529.9996,1579.9849,-55.50264358520508,-10.73143196105957,-18.23556672382355,44.77121162414551,1530.2279,1565.3526,3,4.6577,0.255634,-0.255634,-0.256269;-0.242829;-0.267806,1543.8717;1558.1470;1572.6139,0.994808;0.989428;0.995620,9.1247,8.69604,9.59051,9.087537;9.590511;8.696043,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,-3)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,-3,2,20190715_190855,MZMCTE_LULAB_450_500,-0.5,6.184592e-08,3.090814e-11,0.006069297,1529.9996,1579.9841,-51.894344329833984,-10.743111610412598,-18.170820915794373,41.15123271942139,1572.7477,1565.2239,3,4.6577,0.255634,-0.255634,-0.256269;-0.242829;-0.267806,1543.8717;1558.1470;1572.6139,0.994808;0.989428;0.995620,9.1247,8.69604,9.59051,9.087537;9.590511;8.696043,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,-3)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,-3,2,20190715_190855,MZMCTE_LULAB_450_500,0.0,6.184592e-08,3.090814e-11,0.006069297,1530.001,1579.9851,-54.42369842529297,-10.746224403381348,-18.101631897354125,43.67747402191162,1572.625,1564.8141,3,4.6577,0.255634,-0.255634,-0.256269;-0.242829;-0.267806,1543.8717;1558.1470;1572.6139,0.994808;0.989428;0.995620,9.1247,8.69604,9.59051,9.087537;9.590511;8.696043,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,-3)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,-3,2,20190715_190855,MZMCTE_LULAB_450_500,0.5,6.184592e-08,3.090814e-11,0.006069297,1530.001,1579.9854,-58.18595504760742,-10.762261390686035,-18.02479259662628,47.42369365692139,1572.4623,1564.8331,3,4.6577,0.255634,-0.255634,-0.256269;-0.242829;-0.267806,1543.8717;1558.1470;1572.6139,0.994808;0.989428;0.995620,9.1247,8.69604,9.59051,9.087537;9.590511;8.696043,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,-3)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,2,2,20190715_190855,MZMCTE_LULAB_450_500,-2.0,4.804727e-08,2.853612e-11,0.006130083,1530.0008,1579.9842,-48.38290786743164,-9.243158340454102,-16.351135252571105,39.13974952697754,1538.3791,1559.2859,3,7.0114,0.234434,-0.234434,-0.223691;-0.245777;-0.233834,1537.9447;1551.9850;1566.5426,0.995143;0.979922;0.990276,14.976,14.2637,15.672,15.672035;14.263735;14.992241,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,2)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,2,2,20190715_190855,MZMCTE_LULAB_450_500,-1.5,4.804727e-08,2.853612e-11,0.006130083,1530.0008,1579.9843,-50.491512298583984,-9.131857872009277,-16.365586560058595,41.35965442657471,1538.2888,1559.2578,3,7.0114,0.234434,-0.234434,-0.223691;-0.245777;-0.233834,1537.9447;1551.9850;1566.5426,0.995143;0.979922;0.990276,14.976,14.2637,15.672,15.672035;14.263735;14.992241,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,2)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,2,2,20190715_190855,MZMCTE_LULAB_450_500,-1.0,4.804727e-08,2.853612e-11,0.006130083,1530.0004,1579.9843,-50.583370208740234,-9.13876724243164,-16.41652277507782,41.444602966308594,1538.1685,1559.2198,3,7.0114,0.234434,-0.234434,-0.223691;-0.245777;-0.233834,1537.9447;1551.9850;1566.5426,0.995143;0.979922;0.990276,14.976,14.2637,15.672,15.672035;14.263735;14.992241,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,2)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,2,2,20190715_190855,MZMCTE_LULAB_450_500,-0.5,4.804727e-08,2.853612e-11,0.006130083,1529.9999,1579.9845,-49.310184478759766,-9.16862964630127,-16.46076883506775,40.141554832458496,1538.0831,1559.2296,3,7.0114,0.234434,-0.234434,-0.223691;-0.245777;-0.233834,1537.9447;1551.9850;1566.5426,0.995143;0.979922;0.990276,14.976,14.2637,15.672,15.672035;14.263735;14.992241,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,2)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,2,2,20190715_190855,MZMCTE_LULAB_450_500,0.0,4.804727e-08,2.853612e-11,0.006130083,1530.001,1579.9851,-48.978397369384766,-9.176389694213867,-16.528933937835692,39.8020076751709,1537.9357,1559.2006,3,7.0114,0.234434,-0.234434,-0.223691;-0.245777;-0.233834,1537.9447;1551.9850;1566.5426,0.995143;0.979922;0.990276,14.976,14.2637,15.672,15.672035;14.263735;14.992241,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,2)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,2,2,20190715_190855,MZMCTE_LULAB_450_500,0.5,4.804727e-08,2.853612e-11,0.006130083,1530.0002,1579.9855,-50.22821044921875,-9.149237632751465,-16.581639363098144,41.078972816467285,1537.8247,1558.823,3,7.0114,0.234434,-0.234434,-0.223691;-0.245777;-0.233834,1537.9447;1551.9850;1566.5426,0.995143;0.979922;0.990276,14.976,14.2637,15.672,15.672035;14.263735;14.992241,"data\HY202103\D07\20190715_190855\HY202103_D07_(2,2)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,0,3,20190715_190855,MZMCTE_LULAB_450_500,-2.0,4.971618e-08,2.886899e-11,0.005950628,1530.0005,1579.9843,-55.74005126953125,-9.763827323913574,-18.262229906845093,45.976223945617676,1576.817,1555.2599,4,5.59434,0.25956,-0.25956,-0.259114;-0.256646;-0.260949;-0.261531,1533.4354;1547.3835;1561.8076;1576.3257,0.983498;0.970885;0.981227;0.986720,10.7772,10.6953,10.899,10.795121;10.898955;10.719239;10.695349,"data\HY202103\D07\20190715_190855\HY202103_D07_(3,0)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,0,3,20190715_190855,MZMCTE_LULAB_450_500,-1.5,4.971618e-08,2.886899e-11,0.005950628,1530.0001,1579.984,-53.22012710571289,-9.787086486816406,-18.265170443534853,43.433040618896484,1576.7184,1555.2705,4,5.59434,0.25956,-0.25956,-0.259114;-0.256646;-0.260949;-0.261531,1533.4354;1547.3835;1561.8076;1576.3257,0.983498;0.970885;0.981227;0.986720,10.7772,10.6953,10.899,10.795121;10.898955;10.719239;10.695349,"data\HY202103\D07\20190715_190855\HY202103_D07_(3,0)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,0,3,20190715_190855,MZMCTE_LULAB_450_500,-1.0,4.971618e-08,2.886899e-11,0.005950628,1530.001,1579.9855,-53.05089569091797,-9.807647705078125,-18.27435084285736,43.243247985839844,1576.6197,1554.845,4,5.59434,0.25956,-0.25956,-0.259114;-0.256646;-0.260949;-0.261531,1533.4354;1547.3835;1561.8076;1576.3257,0.983498;0.970885;0.981227;0.986720,10.7772,10.6953,10.899,10.795121;10.898955;10.719239;10.695349,"data\HY202103\D07\20190715_190855\HY202103_D07_(3,0)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,0,3,20190715_190855,MZMCTE_LULAB_450_500,-0.5,4.971618e-08,2.886899e-11,0.005950628,1530.0003,1579.9853,-53.58387756347656,-9.829107284545898,-18.298832939910888,43.754770278930664,1576.4835,1554.8047,4,5.59434,0.25956,-0.25956,-0.259114;-0.256646;-0.260949;-0.261531,1533.4354;1547.3835;1561.8076;1576.3257,0.983498;0.970885;0.981227;0.986720,10.7772,10.6953,10.899,10.795121;10.898955;10.719239;10.695349,"data\HY202103\D07\20190715_190855\HY202103_D07_(3,0)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,0,3,20190715_190855,MZMCTE_LULAB_450_500,0.0,4.971618e-08,2.886899e-11,0.005950628,1530.0007,1579.9853,-53.86231994628906,-9.826080322265625,-18.332868144607545,44.03623962402344,1533.4434,1554.7048,4,5.59434,0.25956,-0.25956,-0.259114;-0.256646;-0.260949;-0.261531,1533.4354;1547.3835;1561.8076;1576.3257,0.983498;0.970885;0.981227;0.986720,10.7772,10.6953,10.899,10.795121;10.898955;10.719239;10.695349,"data\HY202103\D07\20190715_190855\HY202103_D07_(3,0)_LION1_DCM_LMZC.xml"
HY202103,D07,DCM_LMZC,0,3,20190715_190855,MZMCTE_LULAB_450_500,0.5,4.971618e-08,2.886899e-11,0.005950628,1529.9998,1579.9848,-53.8617057800293,-9.875533103942871,-18.33505613441467,43.986172676086426,1533.2882,1554.7822,4,5.59434,0.25956,-0.25956,-0.259114;-0.256646;-0.260949;-0.261531,1533.4354;1547.3835;1561.8076;1576.3257,0.983498;0.970885;0.981227;0.986720,10.7772,10.6953,10.899,10.795121;10.898955;10.719239;10.695349,"data\HY202103\D07\20190715_190855\HY202103_D07_(3,0)_LION1_DCM_LMZC.xml"
