lot,wafer,test_site,die_column,die_row,timestamp,device_name,dc_bias_v,current_at_minus_1v_a,current_at_0v_a,current_at_plus_1v_a,wavelength_start_nm,wavelength_stop_nm,point_count,il_min_db,il_max_db,il_mean_db,extinction_ratio_db,wavelength_at_min_il_nm,wavelength_at_max_il_nm,source_file
HY202103,D08,DCM_LMZO,-3,2,20190526_082853,MZMOTE_LULAB_380_500,-0.5,6.346043e-08,1.230279e-10,0.006409498,1279.9822,1339.9915,6000,-44.15901565551758,-6.975738048553467,-17.643172278006872,37.18327760696411,1335.0092,1300.134,"data\HY202103\D08\20190526_082853\HY202103_D08_(2,-3)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,-3,2,20190526_082853,MZMOTE_LULAB_380_500,0.0,6.346043e-08,1.230279e-10,0.006409498,1279.9825,1339.9931,6000,-44.2717170715332,-6.982624530792236,-17.67599169921875,37.28909254074097,1334.96,1300.1815,"data\HY202103\D08\20190526_082853\HY202103_D08_(2,-3)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,-3,2,20190526_082853,MZMOTE_LULAB_380_500,0.5,6.346043e-08,1.230279e-10,0.006409498,1279.9834,1339.9936,6000,-43.99776077270508,-6.971189498901367,-17.673650568167368,37.02657127380371,1334.7985,1300.0838,"data\HY202103\D08\20190526_082853\HY202103_D08_(2,-3)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,2,2,20190526_082853,MZMOTE_LULAB_380_500,-2.0,3.94475e-08,1.006959e-10,0.006442896,1279.9826,1339.9912,6000,-43.15851974487305,-6.47329568862915,-17.54802794353167,36.6852240562439,1330.6464,1305.5649,"data\HY202103\D08\20190526_082853\HY202103_D08_(2,2)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,2,2,20190526_082853,MZMOTE_LULAB_380_500,-1.5,3.94475e-08,1.006959e-10,0.006442896,1279.9825,1339.992,6000,-43.0866813659668,-6.459461688995361,-17.55807465346654,36.627219676971436,1330.5626,1305.5837,"data\HY202103\D08\20190526_082853\HY202103_D08_(2,2)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,2,2,20190526_082853,MZMOTE_LULAB_380_500,-1.0,3.94475e-08,1.006959e-10,0.006442896,1279.9828,1339.9895,6000,-43.218379974365234,-6.432465076446533,-17.581125496546427,36.7859148979187,1330.4746,1304.9587,"data\HY202103\D08\20190526_082853\HY202103_D08_(2,2)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,2,2,20190526_082853,MZMOTE_LULAB_380_500,-0.5,3.94475e-08,1.006959e-10,0.006442896,1279.9828,1339.9899,6000,-43.38999938964844,-6.399138927459717,-17.608908190170922,36.99086046218872,1330.4156,1304.9599,"data\HY202103\D08\20190526_082853\HY202103_D08_(2,2)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,2,2,20190526_082853,MZMOTE_LULAB_380_500,0.0,3.94475e-08,1.006959e-10,0.006442896,1279.9835,1339.9938,6000,-43.28679656982422,-6.3942437171936035,-17.623406859795253,36.892552852630615,1330.2816,1304.9414,"data\HY202103\D08\20190526_082853\HY202103_D08_(2,2)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,2,2,20190526_082853,MZMOTE_LULAB_380_500,0.5,3.94475e-08,1.006959e-10,0.006442896,1279.9831,1339.9945,6000,-43.43560791015625,-6.398508071899414,-17.656129489978156,37.037099838256836,1330.1742,1304.9439,"data\HY202103\D08\20190526_082853\HY202103_D08_(2,2)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,0,3,20190526_082853,MZMOTE_LULAB_380_500,-2.0,5.300257e-08,1.425515e-10,0.006356055,1279.9818,1339.9912,6000,-41.14076232910156,-6.552428245544434,-17.166351926724115,34.58833408355713,1330.9575,1306.2163,"data\HY202103\D08\20190526_082853\HY202103_D08_(3,0)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,0,3,20190526_082853,MZMOTE_LULAB_380_500,-1.5,5.300257e-08,1.425515e-10,0.006356055,1279.9814,1339.9895,6000,-41.33122634887695,-6.542086601257324,-17.153755437930425,34.78913974761963,1330.877,1306.2348,"data\HY202103\D08\20190526_082853\HY202103_D08_(3,0)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,0,3,20190526_082853,MZMOTE_LULAB_380_500,-1.0,5.300257e-08,1.425515e-10,0.006356055,1279.9825,1339.9917,6000,-41.36103057861328,-6.57205867767334,-17.163355634212493,34.78897190093994,1330.8438,1305.5224,"data\HY202103\D08\20190526_082853\HY202103_D08_(3,0)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,0,3,20190526_082853,MZMOTE_LULAB_380_500,-0.5,5.300257e-08,1.425515e-10,0.006356055,1279.9825,1339.9917,6000,-40.87082290649414,-6.5513691902160645,-17.177107458511987,34.319453716278076,1330.7544,1305.6356,"data\HY202103\D08\20190526_082853\HY202103_D08_(3,0)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,0,3,20190526_082853,MZMOTE_LULAB_380_500,0.0,5.300257e-08,1.425515e-10,0.006356055,1279.9825,1339.9918,6000,-40.56702423095703,-6.576921463012695,-17.194180107752484,33.990102767944336,1330.6562,1305.6158,"data\HY202103\D08\20190526_082853\HY202103_D08_(3,0)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZO,0,3,20190526_082853,MZMOTE_LULAB_380_500,0.5,5.300257e-08,1.425515e-10,0.006356055,1279.9829,1339.9903,6000,-40.7265510559082,-6.567926406860352,-17.197813195943834,34.15862464904785,1330.5236,1305.6133,"data\HY202103\D08\20190526_082853\HY202103_D08_(3,0)_LION1_DCM_LMZO.xml"
HY202103,D08,DCM_LMZC,-1,-1,20190712_113254,MZMCTE_LULAB_450_500,-2.0,1.080882e-12,1.944091e-11,0.005356431,1530.00260145,1579.99253611,6065,-54.07664781200226,-9.158803963997935,-18.836164424592667,44.917843848004324,1534.22159633,1555.57023885,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-1,20190712_113254,MZMCTE_LULAB_450_500,-1.5,1.080882e-12,1.944091e-11,0.005356431,1530.0008466,1579.99938594,6066,-52.104981321115,-9.130440079117697,-18.866015812105235,42.9745412419973,1534.11555347,1555.13149199,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-1,20190712_113254,MZMCTE_LULAB_450_500,-1.0,1.080882e-12,1.944091e-11,0.005356431,1530.00164044,1579.99165186,6065,-53.193369910387645,-9.131277784945855,-18.877403636613092,44.062092125441794,1534.06016526,1555.16528171,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-1,20190712_113254,MZMCTE_LULAB_450_500,-0.5,1.080882e-12,1.944091e-11,0.005356431,1530.00503851,1579.99505304,6065,-53.174143298003976,-9.164733163409355,-18.863279684223887,44.00941013459462,1533.91908097,1555.08612011,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-1,20190712_113254,MZMCTE_LULAB_450_500,0.0,1.080882e-12,1.944091e-11,0.005356431,1530.0063796,1579.99657643,6065,-54.45418920472296,-9.19758116883078,-18.945098964825593,45.25660803589218,1533.83225348,1554.95590799,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-1,20190712_113254,MZMCTE_LULAB_450_500,0.5,1.080882e-12,1.944091e-11,0.005356431,1530.00090975,1579.99928751,6066,-52.36473165309475,-9.194020800650364,-18.93409271390398,43.17071085244439,1533.59406186,1554.8017151,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-1,20190712_113254,MZMCTE_LULAB_450_500,-2.0,4.894235e-10,2.31547e-11,0.004992432,1530.00165815,1579.99214165,6065,-54.229263219017625,-10.23961531913336,-19.28919152291658,43.98964789988426,1530.16934423,1551.5042552,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-1,20190712_113254,MZMCTE_LULAB_450_500,-1.5,4.894235e-10,2.31547e-11,0.004992432,1530.00372416,1579.99375309,6065,-57.556268494309,-10.259823681282791,-19.274204243378385,47.29644481302621,1530.07558297,1551.34991192,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-1,20190712_113254,MZMCTE_LULAB_450_500,-1.0,4.894235e-10,2.31547e-11,0.004992432,1530.0012903,1579.99968624,6066,-53.12490866585557,-10.292252343758552,-19.172255114880198,42.83265632209702,1572.74671425,1551.50343648,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-1,20190712_113254,MZMCTE_LULAB_450_500,-0.5,4.894235e-10,2.31547e-11,0.004992432,1530.00279408,1579.99317893,6065,-50.9842144468409,-10.294046477168385,-19.125255547106285,40.690167969672515,1572.6389148,1551.02079423,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-1,20190712_113254,MZMCTE_LULAB_450_500,0.0,4.894235e-10,2.31547e-11,0.004992432,1530.00292684,1579.99312548,6065,-51.595216568925125,-10.330158783961693,-19.082985906723493,41.26505778496343,1572.50393597,1551.04540148,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-1,20190712_113254,MZMCTE_LULAB_450_500,0.5,4.894235e-10,2.31547e-11,0.004992432,1530.00228893,1579.99268259,6065,-52.03488845972979,-10.364770146807496,-19.04488277864152,41.6701183129223,1572.35157798,1551.02820152,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,3,-1,20190712_113254,MZMCTE_LULAB_450_500,-2.0,2.689357e-10,2.265391e-11,0.005288172,1530.00461067,1579.9948815,6065,-55.526825396825394,-10.708978387530998,-20.446692395759786,44.8178470092944,1575.62322855,1554.08041381,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,3,-1,20190712_113254,MZMCTE_LULAB_450_500,-1.5,2.689357e-10,2.265391e-11,0.005288172,1530.00676359,1579.99713974,6065,-56.39798357977781,-10.72712962962963,-20.54687574514431,45.67085395014818,1532.59798148,1553.6136179,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,3,-1,20190712_113254,MZMCTE_LULAB_450_500,-1.0,2.689357e-10,2.265391e-11,0.005288172,1530.00636235,1579.99658232,6065,-55.89786243386244,-10.76270105820106,-20.49771363224598,45.13516137566138,1575.39638084,1553.62920953,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,3,-1,20190712_113254,MZMCTE_LULAB_450_500,-0.5,2.689357e-10,2.265391e-11,0.005288172,1530.00620079,1579.99631755,6065,-55.45049735449736,-10.833843915343916,-20.483183051720115,44.61665343915344,1575.28622705,1553.61285902,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,3,-1,20190712_113254,MZMCTE_LULAB_450_500,0.0,2.689357e-10,2.265391e-11,0.005288172,1530.00069289,1579.99900003,6066,-58.144622331691295,-10.816420634920634,-20.51476987700425,47.32820169677066,1532.26344858,1553.16261667,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,3,-1,20190712_113254,MZMCTE_LULAB_450_500,0.5,2.689357e-10,2.265391e-11,0.005288172,1530.00528833,1579.99570941,6065,-60.40727367268747,-10.852354497354497,-20.51585149399571,49.55491917533297,1532.09194762,1553.14294547,"data\HY202103\D08\20190712_113254\HY202103_D08_(-1,3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-3,20190712_113254,MZMCTE_LULAB_450_500,-2.0,5.6015e-10,9.217741e-12,0.004806489,1530.00573541,1579.99587177,6065,-56.315665148973466,-9.734851380733591,-18.78818265504052,46.58081376823988,1577.65007895,1555.73908316,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-3,20190712_113254,MZMCTE_LULAB_450_500,-1.5,5.6015e-10,9.217741e-12,0.004806489,1530.00422943,1579.99460011,6065,-57.733015926045944,-9.741180653944406,-18.822989610309147,47.99183527210154,1577.53844175,1555.91911463,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-3,20190712_113254,MZMCTE_LULAB_450_500,-1.0,5.6015e-10,9.217741e-12,0.004806489,1530.00537147,1579.99562383,6065,-58.254645752345226,-9.769848970948935,-18.848371292848807,48.48479678139629,1577.45453953,1555.77119506,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-3,20190712_113254,MZMCTE_LULAB_450_500,-0.5,5.6015e-10,9.217741e-12,0.004806489,1530.00438693,1579.99448575,6065,-57.40139582509637,-9.658258103950047,-18.85783671609451,47.743137721146326,1577.37709139,1555.21752513,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-3,20190712_113254,MZMCTE_LULAB_450_500,0.0,5.6015e-10,9.217741e-12,0.004806489,1530.00190907,1579.99187326,6065,-57.2416947023525,-9.711077747937257,-18.914131369112045,47.53061695441524,1534.74298327,1555.11613052,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-3,-3,20190712_113254,MZMCTE_LULAB_450_500,0.5,5.6015e-10,9.217741e-12,0.004806489,1530.00220892,1579.99209861,6065,-57.44389313358419,-9.686110744980137,-18.932675736852126,47.757782388604056,1577.06931691,1554.87698604,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,-3)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,-3,20190712_113254,MZMCTE_LULAB_450_500,-2.0,2.785752e-10,2.040064e-11,0.005238293,1530.00076304,1579.99964199,6066,-51.3785853957581,-10.306029529610182,-18.106429821475004,41.07255586614792,1541.26825624,1548.62683129,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,-3,20190712_113254,MZMCTE_LULAB_450_500,-1.5,2.785752e-10,2.040064e-11,0.005238293,1530.00460685,1579.995175,6065,-49.496351139571885,-10.305978427942813,-18.111526451089343,39.190372711629074,1541.15885386,1548.64727142,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,-3,20190712_113254,MZMCTE_LULAB_450_500,-1.0,2.785752e-10,2.040064e-11,0.005238293,1530.00312822,1579.99335126,6065,-50.01506157707814,-10.323264867021532,-18.120838189589747,39.69179671005661,1541.06005731,1548.62924796,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,-3,20190712_113254,MZMCTE_LULAB_450_500,-0.5,2.785752e-10,2.040064e-11,0.005238293,1530.00636316,1579.99661257,6065,-52.26760097423498,-10.357759613949792,-18.142616832562105,41.909841360285185,1540.92572373,1548.62445283,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,-3,20190712_113254,MZMCTE_LULAB_450_500,0.0,2.785752e-10,2.040064e-11,0.005238293,1530.00712753,1579.99766462,6065,-52.262926372465564,-10.39224018106535,-18.126057409873578,41.87068619140021,1540.82128839,1548.62532939,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,-3,20190712_113254,MZMCTE_LULAB_450_500,0.5,2.785752e-10,2.040064e-11,0.005238293,1530.00453277,1579.99493104,6065,-50.97942092512119,-10.440735290730618,-18.1529498630749,40.538685634390575,1540.6568197,1548.19761121,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,-3,20190712_113254,MZMCTE_LULAB_450_500,-2.0,1.991348e-09,1.152061e-11,0.00534096,1530.00797384,1579.99840028,6065,-53.70826569919599,-11.03303177701782,-19.27245698859803,42.67523392217817,1538.12240146,1559.37295081,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,2)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,-3,20190712_113254,MZMCTE_LULAB_450_500,-1.5,1.991348e-09,1.152061e-11,0.00534096,1530.0007098,1579.99938975,6066,-55.28070477911016,-11.07941625600284,-19.2999122185609,44.20128852310732,1538.02639226,1558.9345459,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,2)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,-3,20190712_113254,MZMCTE_LULAB_450_500,-1.0,1.991348e-09,1.152061e-11,0.00534096,1530.00007152,1579.99845407,6066,-55.50796868061779,-11.07036629193035,-19.36220992269249,44.437602388687445,1537.83209891,1558.4531903,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,2)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,-3,20190712_113254,MZMCTE_LULAB_450_500,-0.5,1.991348e-09,1.152061e-11,0.00534096,1530.0049632,1579.99510378,6065,-55.128564617433284,-11.07089569541036,-19.428147931567523,44.05766892202293,1537.73211753,1558.46638674,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,2)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,-3,20190712_113254,MZMCTE_LULAB_450_500,0.0,1.991348e-09,1.152061e-11,0.00534096,1530.00329543,1579.99321465,6065,-56.18753226008856,-11.07092106531206,-19.49681451810735,45.116611194776496,1537.60950191,1558.46467392,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,2)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,-3,20190712_113254,MZMCTE_LULAB_450_500,0.5,1.991348e-09,1.152061e-11,0.00534096,1530.00154576,1579.99167374,6065,-55.99832871184102,-11.070464824554064,-19.591897036472265,44.927863887286954,1537.43850655,1558.44653812,"data\HY202103\D08\20190712_113254\HY202103_D08_(-3,2)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-4,20190712_113254,MZMCTE_LULAB_450_500,-2.0,2.718284e-09,1.414949e-11,0.005056953,1530.00010827,1579.99833792,6066,-54.9076967148438,-9.737232804232805,-18.848406754872737,45.170463910611,1574.88221103,1553.21987333,"data\HY202103\D08\20190712_113254\HY202103_D08_(-4,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-4,20190712_113254,MZMCTE_LULAB_450_500,-1.5,2.718284e-09,1.414949e-11,0.005056953,1530.00265475,1579.99301103,6065,-55.074166070274835,-9.756269841269843,-18.854682942881723,45.317896229004994,1574.80059513,1553.2140403,"data\HY202103\D08\20190712_113254\HY202103_D08_(-4,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-4,20190712_113254,MZMCTE_LULAB_450_500,-1.0,2.718284e-09,1.414949e-11,0.005056953,1530.00443962,1579.99452509,6065,-54.000297297395186,-9.737677248677251,-18.843606979874156,44.262620048717935,1574.68372916,1553.19917752,"data\HY202103\D08\20190712_113254\HY202103_D08_(-4,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-4,20190712_113254,MZMCTE_LULAB_450_500,-0.5,2.718284e-09,1.414949e-11,0.005056953,1530.00201079,1579.9918688,6065,-53.28473396733427,-9.737677248677251,-18.86127372229669,43.54705671865702,1574.56281665,1553.22153986,"data\HY202103\D08\20190712_113254\HY202103_D08_(-4,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-4,20190712_113254,MZMCTE_LULAB_450_500,0.0,2.718284e-09,1.414949e-11,0.005056953,1530.00048012,1579.99904413,6066,-53.152030823201756,-9.755825396825399,-18.865433492150096,43.396205426376355,1574.45147814,1552.74285226,"data\HY202103\D08\20190712_113254\HY202103_D08_(-4,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-1,-4,20190712_113254,MZMCTE_LULAB_450_500,0.5,2.718284e-09,1.414949e-11,0.005056953,1530.00032854,1579.99872722,6066,-52.015902320632314,-9.811603174603176,-18.873034643656094,42.204299146029136,1574.2653179,1553.20338664,"data\HY202103\D08\20190712_113254\HY202103_D08_(-4,-1)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-4,0,20190712_113254,MZMCTE_LULAB_450_500,-2.0,2.07831e-09,5.796121e-12,0.004971176,1530.00791869,1579.99831208,6065,-54.874254739789194,-10.983004039006133,-20.154915561353196,43.89125070078306,1579.39419314,1557.49302065,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,-4)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-4,0,20190712_113254,MZMCTE_LULAB_450_500,-1.5,2.07831e-09,5.796121e-12,0.004971176,1530.00540384,1579.99577051,6065,-54.65066713569254,-10.964949333107974,-20.182966690655622,43.68571780258456,1579.28109638,1557.46581415,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,-4)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-4,0,20190712_113254,MZMCTE_LULAB_450_500,-1.0,2.07831e-09,5.796121e-12,0.004971176,1530.0014016,1579.99171047,6065,-57.348531250663,-10.838783282352425,-20.23579303940896,46.50974796831058,1579.20899626,1557.37062797,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,-4)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-4,0,20190712_113254,MZMCTE_LULAB_450_500,-0.5,2.07831e-09,5.796121e-12,0.004971176,1530.00110569,1579.99970568,6066,-59.718835739897344,-10.892691489404307,-20.28469377652906,48.82614425049304,1579.08939792,1557.35305169,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,-4)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-4,0,20190712_113254,MZMCTE_LULAB_450_500,0.0,2.07831e-09,5.796121e-12,0.004971176,1530.0015736,1579.99167173,6065,-60.81772726773076,-10.856883921715173,-20.339555905356345,49.96084334601559,1578.95388291,1557.32917222,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,-4)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,-4,0,20190712_113254,MZMCTE_LULAB_450_500,0.5,2.07831e-09,5.796121e-12,0.004971176,1530.00299129,1579.99328849,6065,-58.83400542430195,-11.002496528578707,-20.376362451805473,47.831508895723246,1578.79401594,1557.02497788,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,-4)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,0,20190712_113254,MZMCTE_LULAB_450_500,-2.0,5.754345e-12,1.543508e-11,0.005455126,1530.00318825,1579.99353999,6065,-57.8429034810758,-9.783032478620967,-19.57261393659789,48.059871002454834,1577.15561666,1555.01870339,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,0,20190712_113254,MZMCTE_LULAB_450_500,-1.5,5.754345e-12,1.543508e-11,0.005455126,1530.0074059,1579.99813451,6065,-55.37090621306537,-9.81967049483421,-19.59933262509369,45.551235718231155,1577.04986887,1555.0145606,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,0,20190712_113254,MZMCTE_LULAB_450_500,-1.0,5.754345e-12,1.543508e-11,0.005455126,1530.00596305,1579.99624885,6065,-57.44330477771403,-9.800424569187687,-19.611602168216397,47.64288020852635,1576.97170022,1554.98821273,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,0,20190712_113254,MZMCTE_LULAB_450_500,-0.5,5.754345e-12,1.543508e-11,0.005455126,1530.00482394,1579.99517612,6065,-58.19913120240731,-9.800816146737372,-19.609340166568494,48.39831505566994,1576.86896846,1555.00400431,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,0,20190712_113254,MZMCTE_LULAB_450_500,0.0,5.754345e-12,1.543508e-11,0.005455126,1530.00511255,1579.99535572,6065,-56.21871927604222,-9.8374243310211,-19.62861139453175,46.381294945021125,1576.73346418,1554.96281202,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,0,0,20190712_113254,MZMCTE_LULAB_450_500,0.5,5.754345e-12,1.543508e-11,0.005455126,1530.00351049,1579.99365059,6065,-57.07407528918786,-9.857816293898264,-19.660221792620636,47.21625899528959,1576.59614656,1555.03537751,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,0)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,0,20190712_113254,MZMCTE_LULAB_450_500,-2.0,7.961963e-11,2.123519e-11,0.005282801,1530.00212878,1579.99226112,6065,-57.653901176598325,-8.911912387811412,-18.487234190449094,48.74198878878691,1578.82695196,1556.98228303,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,2)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,0,20190712_113254,MZMCTE_LULAB_450_500,-1.5,7.961963e-11,2.123519e-11,0.005282801,1530.00622935,1579.99630763,6065,-54.39458325378795,-8.894832996019089,-18.523411551264942,45.49975025776886,1578.72051646,1556.93679898,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,2)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,0,20190712_113254,MZMCTE_LULAB_450_500,-1.0,7.961963e-11,2.123519e-11,0.005282801,1530.0010959,1579.99972817,6066,-55.34072864844429,-8.916668192109455,-18.507424092583758,46.424060456334836,1578.60498039,1556.78317058,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,2)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,0,20190712_113254,MZMCTE_LULAB_450_500,-0.5,7.961963e-11,2.123519e-11,0.005282801,1530.00549559,1579.99561858,6065,-57.383104288416575,-8.913851982522472,-18.57411796731046,48.4692523058941,1578.47340752,1556.90300467,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,2)_LION1_DCM_LMZC.xml"
HY202103,D08,DCM_LMZC,2,0,20190712_113254,MZMCTE_LULAB_450_500,0.0,7.961963e-11,2.123519e-11,0.005282801,1530.00617499,1579.99640726,6065,-56.23191728732642,-8.959788439417554,-18.615651404485114,47.27212884790886,1578.34678758,1556.47419935,"data\HY202103\D08\20190712_113254\HY202103_D08_(0,2)_LION1_DCM_LMZC.xml"
