lot,wafer,test_site,die_column,die_row,timestamp,device_name,vpi_v,vpi_source,explicit_vpi_v,fitted_vpi_mean_v,fitted_vpi_min_v,fitted_vpi_max_v,fitted_vpi_by_null_v,modulation_fsr_nm,modulation_mean_abs_dlambda_dv_nm_per_v,modulation_null_count,modulation_r2_by_null,filename,source_file
HY202103,D24,DCM_LMZO,-3,-1,20190531_151815,MZMOTE_LULAB_380_500,1.93276e+12,fitted,,1.93276e+12,77.1113,1.15966e+13,782.68;1.15966e+13;1565.36;1025.58;77.1113;478.165,3.39907,0.00508476,6,0.171429;0.5;0.0428571;0.017965;0.743816;0.0174797,"HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,3,-1,20190531_151815,MZMOTE_LULAB_380_500,600.201,fitted,,600.201,96.8767,1564.12,688.212;1564.12;674.718;215.066;362.217;96.8767,3.93264,0.00698286,6,0.428571;0.0428571;0.428571;0.583748;0.03013;0.593038,"HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190531_151815,MZMOTE_LULAB_380_500,3.68817e+12,fitted,,3.68817e+12,9.14261,1.74418e+13,1.74418e+13;621.162;8.37539e+12;854.097;86.5395;27.4433;9.14261,3.514,0.0401984,7,0.666667;0.238095;0;0.0592394;0.852771;0.250696;0.206552,"HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,-3,20190531_151815,MZMOTE_LULAB_380_500,1678.06,fitted,,1678.06,254.571,3431.62,3063.95;3431.62;1099.88;629.655;1588.71;254.571,3.92185,0.00250762,6,0.00326975;0.0171429;0.154286;0.428571;0.00328617;0.0387387,"HY202103_D24_(-3,0)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,-3,20190531_151815,MZMOTE_LULAB_380_500,650.372,fitted,,650.372,51.1037,1948.79,522.912;51.1037;1948.79;763.768;273.762;212.755;779.516,4.32075,0.0101657,7,0.455872;0.851552;0.0428571;0.428571;0.840723;0.275957;0.00338581,"HY202103_D24_(-3,2)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-4,20190531_151815,MZMOTE_LULAB_380_500,5.74307e+11,fitted,,5.74307e+11,51.4009,4.02015e+12,564.697;4.02015e+12;296.437;51.4009;4073.89;683.866;413.893,3.25911,0.00668653,7,0.428571;0;0.156237;0.371463;0.000832507;0.016872;0.0318527,"HY202103_D24_(-4,-1)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(-4,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-4,0,20190531_151815,MZMOTE_LULAB_380_500,6.36899e+12,fitted,,6.36899e+12,317.405,3.82139e+13,679.055;3.82139e+13;685.984;1143.31;3295.41;317.405,3.84151,0.00232381,6,0.428571;0;0.102041;0.154286;0.00952381;0.0493276,"HY202103_D24_(0,-4)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(0,-4)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,0,20190531_151815,MZMOTE_LULAB_380_500,1.11595e+12,fitted,,1.11595e+12,174.102,6.69568e+12,3279.76;6.69568e+12;3587.24;491.964;389.124;174.102,3.93571,0.00358476,6,0.00587873;0;0.0171429;0.466667;0.238515;0.412208,"HY202103_D24_(0,0)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(0,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,0,20190531_151815,MZMOTE_LULAB_380_500,1.58971e+13,fitted,,1.58971e+13,374.349,9.53823e+13,9.53823e+13;374.349;1354.69;1058.87;797.001;573.947,5.92969,0.00363238,6,0;0.525;0.112514;0.123331;0.466667;0.209966,"HY202103_D24_(0,2)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(0,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,2,20190531_151815,MZMOTE_LULAB_380_500,706.939,fitted,,706.939,150.902,1122.55,389.614;1122.55;647.872;1069.6;150.902;861.095,3.88723,0.00444571,6,0.771429;0.154286;0.428571;0.0857143;0.795489;0.0190476,"HY202103_D24_(2,-1)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(2,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,2,20190531_151815,MZMOTE_LULAB_380_500,493.169,fitted,,493.169,144.228,1237.8,633.486;1237.8;258.797;301.515;383.188;144.228,4.30047,0.00684857,6,0.257143;0.0453074;0.518911;0.0847804;0.125809;0.156443,"HY202103_D24_(2,-3)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(2,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,2,20190531_151815,MZMOTE_LULAB_380_500,4.24026e+12,fitted,,4.24026e+12,159.509,1.47531e+13,1.06885e+13;1.47531e+13;159.509;872.868;239.208;253.785,3.95035,0.00511429,6,0;0;0.277543;0.171429;0.297715;0.0439971,"HY202103_D24_(2,2)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(2,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,3,20190531_151815,MZMOTE_LULAB_380_500,5459.19,fitted,,5459.19,256.666,23988.4,3426.91;1559.25;636.427;2887.49;256.666;23988.4,3.56399,0.00201619,6,0.00154203;0.0428571;0.428571;0.0171429;0.607969;2.46822e-05,"HY202103_D24_(3,0)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190531_151815\HY202103_D24_(3,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-1,20190603_225101,MZMOTE_LULAB_380_500,16.5739,fitted,,16.5739,12.6278,23.1798,15.7631;15.4627;12.6278;16.2685;23.1798;16.1412,3.60678,0.11237,6,0.990688;0.855851;0.917576;0.860623;0.793544;0.897741,"HY202103_D24_(-1,-1)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(-1,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-1,20190603_225101,MZMOTE_LULAB_380_500,13.7509,fitted,,13.7509,12.1399,15.7926,13.0071;12.4907;15.4104;13.6644;15.7926;12.1399,3.38377,0.124271,6,0.986688;0.837872;0.868149;0.992689;0.967345;0.787851,"HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,3,-1,20190603_225101,MZMOTE_LULAB_380_500,18.6529,fitted,,18.6529,17.3674,20.1499,20.1499;19.2006;19.1226;18.5228;17.3674;17.5539,4.83965,0.130081,6,0.943289;0.984058;0.970192;0.9963;0.971464;0.928157,"HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,-3,20190603_225101,MZMOTE_LULAB_380_500,110.212,fitted,,110.212,10.1361,693.953,12.597;13.6257;10.1361;13.1484;17.3726;10.6549;693.953,3.04546,0.104491,7,0.831855;0.888378;0.849767;0.98785;0.866994;0.863753;0.171429,"HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,-3,20190603_225101,MZMOTE_LULAB_380_500,14.622,fitted,,14.622,13.5649,15.3059,13.5649;14.9823;15.3059;13.9753;14.7372;15.1664,3.88017,0.132943,6,0.994553;0.974603;0.966339;0.991101;0.96122;0.96051,"HY202103_D24_(-3,0)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,-3,20190603_225101,MZMOTE_LULAB_380_500,18.1524,fitted,,18.1524,14.0138,21.8376,19.2125;14.0138;20.1729;17.9697;16.7758;17.084;21.8376,4.71793,0.132292,7,0.991098;0.964198;0.866466;0.946484;0.891144;0.952531;0.799323,"HY202103_D24_(-3,2)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,-4,20190603_225101,MZMOTE_LULAB_380_500,18.5742,fitted,,18.5742,17.0688,20.3829,18.0321;18.2053;18.5922;17.0688;18.967;18.7713;20.3829,4.69947,0.126824,7,0.952238;0.84978;0.989116;0.835115;0.976055;0.979129;0.695115,"HY202103_D24_(-4,-1)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(-4,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-4,0,20190603_225101,MZMOTE_LULAB_380_500,17.654,fitted,,17.654,15.3898,20.0127,18.9245;16.4328;15.3898;15.8722;19.292;20.0127,4.12078,0.11795,6,0.989018;0.810606;0.988519;0.96723;0.712581;0.897289,"HY202103_D24_(0,-4)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(0,-4)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,0,20190603_225101,MZMOTE_LULAB_380_500,20.099,fitted,,20.099,15.8573,23.5449,19.093;15.8573;21.6488;22.0089;18.4414;23.5449,4.88496,0.123656,6,0.999384;0.862742;0.996346;0.987071;0.934857;0.917865,"HY202103_D24_(0,0)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(0,0)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,0,20190603_225101,MZMOTE_LULAB_380_500,17.636,fitted,,17.636,15.4312,20.545,17.7315;15.8958;15.4312;17.3865;18.8257;20.545,4.27806,0.12243,6,0.814245;0.856357;0.910353;0.993725;0.73372;0.944196,"HY202103_D24_(0,2)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(0,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-1,2,20190603_225101,MZMOTE_LULAB_380_500,15.2275,fitted,,15.2275,13.717,16.4296,16.3598;15.0379;16.4296;15.6679;13.717;14.1529,3.64982,0.120406,6,0.988103;0.984913;0.962637;0.960609;0.990563;0.884409,"HY202103_D24_(2,-1)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(2,-1)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,-3,2,20190603_225101,MZMOTE_LULAB_380_500,13.7237,fitted,,13.7237,12.3942,14.3455,13.2028;14.3442;13.9668;12.3942;14.3455;14.0884,3.56671,0.130311,6,0.991897;0.993819;0.984124;0.984478;0.951392;0.984998,"HY202103_D24_(2,-3)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(2,-3)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,2,2,20190603_225101,MZMOTE_LULAB_380_500,15.7862,fitted,,15.7862,11.8811,19.9186,16.6907;14.3934;16.7275;15.1058;19.9186;11.8811,3.90678,0.126887,6,0.997121;0.916284;0.95296;0.964868;0.987217;0.886216,"HY202103_D24_(2,2)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(2,2)_LION1_DCM_LMZO.xml"
HY202103,D24,DCM_LMZO,0,3,20190603_225101,MZMOTE_LULAB_380_500,14.038,fitted,,14.038,12.025,15.9161,15.9161;14.1049;13.4181;15.3476;12.025;13.4164,3.55556,0.127735,6,0.980754;0.990774;0.9947;0.97906;0.979089;0.972323,"HY202103_D24_(3,0)_LION1_DCM_LMZO.xml","data\HY202103\D24\20190603_225101\HY202103_D24_(3,0)_LION1_DCM_LMZO.xml"
