lot,wafer,test_site,die_column,die_row,timestamp,device_name,dc_bias_v,current_at_minus_1v_a,current_at_0v_a,current_at_plus_1v_a,wavelength_start_nm,wavelength_stop_nm,point_count,il_min_db,il_max_db,il_mean_db,extinction_ratio_db,wavelength_at_min_il_nm,wavelength_at_max_il_nm,modulation_null_count,modulation_fsr_nm,modulation_mean_abs_dlambda_dv_nm_per_v,modulation_mean_dlambda_dv_nm_per_v,modulation_dlambda_dv_by_null_nm_per_v,modulation_null_wavelengths_0v_nm,modulation_r2_by_null,source_file
HY202103,D23,DCM_LMZO,-3,-1,20190603_204847,MZMOTE_LULAB_380_500,0.0,2.206549e-07,1.384038e-10,0.004275683,1279.9837,1340.0035,6000,-44.9751091003418,-7.0018792152404785,-18.970379406293233,37.97322988510132,1337.7012,1293.3815,6,4.28437,0.122136,-0.122136,-0.119697;-0.129520;-0.120337;-0.131103;-0.099806;-0.132354,1288.4029;1297.8912;1307.8008;1317.5248;1327.8113;1337.6231,0.938927;0.833677;0.960851;0.992967;0.678977;0.800521,"data\HY202103\D23\20190603_204847\HY202103_D23_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-3,-1,20190603_204847,MZMOTE_LULAB_380_500,0.5,2.206549e-07,1.384038e-10,0.004275683,1279.9839,1340.0054,6000,-44.82063293457031,-6.966837406158447,-18.93567837238312,37.853795528411865,1337.4818,1293.3822,6,4.28437,0.122136,-0.122136,-0.119697;-0.129520;-0.120337;-0.131103;-0.099806;-0.132354,1288.4029;1297.8912;1307.8008;1317.5248;1327.8113;1337.6231,0.938927;0.833677;0.960851;0.992967;0.678977;0.800521,"data\HY202103\D23\20190603_204847\HY202103_D23_(-1,-3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,3,-1,20190603_204847,MZMOTE_LULAB_380_500,-2.0,1.337233e-07,1.332925e-10,0.004415526,1279.983,1340.001,6000,-44.225669860839844,-6.978833198547363,-18.20253313533465,37.24683666229248,1335.2387,1300.2897,7,4.85989,0.138833,-0.116895,-0.139731;-0.139486;-0.145011;-0.146229;-0.154754;-0.169834;0.076783,1285.8132;1295.3016;1304.9816;1314.8847;1324.8595;1334.9018;1339.9058,0.985698;0.982846;0.990770;0.995159;0.973457;0.964958;0.147451,"data\HY202103\D23\20190603_204847\HY202103_D23_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,3,-1,20190603_204847,MZMOTE_LULAB_380_500,-1.5,1.337233e-07,1.332925e-10,0.004415526,1279.9832,1340.0053,6000,-44.17971420288086,-6.931000709533691,-18.223521684567135,37.24871349334717,1335.1895,1300.2992,7,4.85989,0.138833,-0.116895,-0.139731;-0.139486;-0.145011;-0.146229;-0.154754;-0.169834;0.076783,1285.8132;1295.3016;1304.9816;1314.8847;1324.8595;1334.9018;1339.9058,0.985698;0.982846;0.990770;0.995159;0.973457;0.964958;0.147451,"data\HY202103\D23\20190603_204847\HY202103_D23_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,3,-1,20190603_204847,MZMOTE_LULAB_380_500,-1.0,1.337233e-07,1.332925e-10,0.004415526,1279.9835,1340.0059,6000,-44.287723541259766,-6.974118709564209,-18.229795946598053,37.31360483169556,1335.0368,1300.2982,7,4.85989,0.138833,-0.116895,-0.139731;-0.139486;-0.145011;-0.146229;-0.154754;-0.169834;0.076783,1285.8132;1295.3016;1304.9816;1314.8847;1324.8595;1334.9018;1339.9058,0.985698;0.982846;0.990770;0.995159;0.973457;0.964958;0.147451,"data\HY202103\D23\20190603_204847\HY202103_D23_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,3,-1,20190603_204847,MZMOTE_LULAB_380_500,-0.5,1.337233e-07,1.332925e-10,0.004415526,1279.9835,1340.0035,6000,-44.24637985229492,-6.963729381561279,-18.254654842217764,37.28265047073364,1334.9591,1300.287,7,4.85989,0.138833,-0.116895,-0.139731;-0.139486;-0.145011;-0.146229;-0.154754;-0.169834;0.076783,1285.8132;1295.3016;1304.9816;1314.8847;1324.8595;1334.9018;1339.9058,0.985698;0.982846;0.990770;0.995159;0.973457;0.964958;0.147451,"data\HY202103\D23\20190603_204847\HY202103_D23_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,3,-1,20190603_204847,MZMOTE_LULAB_380_500,0.0,1.337233e-07,1.332925e-10,0.004415526,1279.9841,1340.0054,6000,-44.266998291015625,-6.959975719451904,-18.26380393719673,37.30702257156372,1334.9393,1300.2881,7,4.85989,0.138833,-0.116895,-0.139731;-0.139486;-0.145011;-0.146229;-0.154754;-0.169834;0.076783,1285.8132;1295.3016;1304.9816;1314.8847;1324.8595;1334.9018;1339.9058,0.985698;0.982846;0.990770;0.995159;0.973457;0.964958;0.147451,"data\HY202103\D23\20190603_204847\HY202103_D23_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,3,-1,20190603_204847,MZMOTE_LULAB_380_500,0.5,1.337233e-07,1.332925e-10,0.004415526,1279.984,1340.0058,6000,-44.103172302246094,-6.937505722045898,-18.256993108034134,37.165666580200195,1334.8174,1300.2868,7,4.85989,0.138833,-0.116895,-0.139731;-0.139486;-0.145011;-0.146229;-0.154754;-0.169834;0.076783,1285.8132;1295.3016;1304.9816;1314.8847;1324.8595;1334.9018;1339.9058,0.985698;0.982846;0.990770;0.995159;0.973457;0.964958;0.147451,"data\HY202103\D23\20190603_204847\HY202103_D23_(-1,3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-3,-3,20190603_204847,MZMOTE_LULAB_380_500,-2.0,1.893912e-07,1.435989e-10,0.00458204,1279.9834,1340.0035,6000,-44.80086898803711,-7.257270812988281,-18.218952076911926,37.54359817504883,1337.444,1293.2856,6,4.37327,0.125187,-0.125187,-0.122766;-0.119034;-0.111794;-0.125760;-0.125269;-0.146497,1288.0699;1297.5582;1307.3181;1317.0952;1327.0650;1337.1532,0.890920;0.991470;0.856057;0.963478;0.957525;0.877813,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-3,-3,20190603_204847,MZMOTE_LULAB_380_500,-1.5,1.893912e-07,1.435989e-10,0.00458204,1279.9837,1340.0025,6000,-44.743003845214844,-7.291607856750488,-18.22686551809311,37.451395988464355,1337.4427,1293.2747,6,4.37327,0.125187,-0.125187,-0.122766;-0.119034;-0.111794;-0.125760;-0.125269;-0.146497,1288.0699;1297.5582;1307.3181;1317.0952;1327.0650;1337.1532,0.890920;0.991470;0.856057;0.963478;0.957525;0.877813,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-3,-3,20190603_204847,MZMOTE_LULAB_380_500,-1.0,1.893912e-07,1.435989e-10,0.00458204,1279.9834,1340.0021,6000,-44.74039077758789,-7.331992149353027,-18.234962203423184,37.40839862823486,1337.2121,1293.2835,6,4.37327,0.125187,-0.125187,-0.122766;-0.119034;-0.111794;-0.125760;-0.125269;-0.146497,1288.0699;1297.5582;1307.3181;1317.0952;1327.0650;1337.1532,0.890920;0.991470;0.856057;0.963478;0.957525;0.877813,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-3,-3,20190603_204847,MZMOTE_LULAB_380_500,-0.5,1.893912e-07,1.435989e-10,0.00458204,1279.9832,1340.0037,6000,-44.76872634887695,-7.309826374053955,-18.244592228651047,37.458899974823,1337.2122,1293.2839,6,4.37327,0.125187,-0.125187,-0.122766;-0.119034;-0.111794;-0.125760;-0.125269;-0.146497,1288.0699;1297.5582;1307.3181;1317.0952;1327.0650;1337.1532,0.890920;0.991470;0.856057;0.963478;0.957525;0.877813,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-3,-3,20190603_204847,MZMOTE_LULAB_380_500,0.0,1.893912e-07,1.435989e-10,0.00458204,1279.9838,1340.0036,6000,-44.603675842285156,-7.34158992767334,-18.27113788843155,37.262085914611816,1337.1604,1293.2739,6,4.37327,0.125187,-0.125187,-0.122766;-0.119034;-0.111794;-0.125760;-0.125269;-0.146497,1288.0699;1297.5582;1307.3181;1317.0952;1327.0650;1337.1532,0.890920;0.991470;0.856057;0.963478;0.957525;0.877813,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-3,-3,20190603_204847,MZMOTE_LULAB_380_500,0.5,1.893912e-07,1.435989e-10,0.00458204,1279.9838,1340.0066,6000,-44.685604095458984,-7.360471725463867,-18.2503385061423,37.32513236999512,1337.0986,1292.6969,6,4.37327,0.125187,-0.125187,-0.122766;-0.119034;-0.111794;-0.125760;-0.125269;-0.146497,1288.0699;1297.5582;1307.3181;1317.0952;1327.0650;1337.1532,0.890920;0.991470;0.856057;0.963478;0.957525;0.877813,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,-3)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,0,-3,20190603_204847,MZMOTE_LULAB_380_500,-2.0,1.735403e-07,1.341723e-10,0.004446676,1279.9831,1340.0036,6000,-43.780704498291016,-6.102432727813721,-18.23388922047615,37.678271770477295,1333.31,1298.8028,6,4.23807,0.132683,-0.132683,-0.128160;-0.128240;-0.120891;-0.139714;-0.141783;-0.137309,1284.1780;1293.5725;1303.2845;1313.0171;1323.0051;1333.0794,0.982163;0.985447;0.920625;0.987372;0.991004;0.874384,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,0,-3,20190603_204847,MZMOTE_LULAB_380_500,-1.5,1.735403e-07,1.341723e-10,0.004446676,1279.9832,1340.0053,6000,-43.85294723510742,-6.11637020111084,-18.188267699639002,37.73657703399658,1333.3012,1298.8036,6,4.23807,0.132683,-0.132683,-0.128160;-0.128240;-0.120891;-0.139714;-0.141783;-0.137309,1284.1780;1293.5725;1303.2845;1313.0171;1323.0051;1333.0794,0.982163;0.985447;0.920625;0.987372;0.991004;0.874384,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,0,-3,20190603_204847,MZMOTE_LULAB_380_500,-1.0,1.735403e-07,1.341723e-10,0.004446676,1279.983,1340.0047,6000,-43.78033447265625,-6.132144451141357,-18.219634976069134,37.64819002151489,1333.2534,1298.8025,6,4.23807,0.132683,-0.132683,-0.128160;-0.128240;-0.120891;-0.139714;-0.141783;-0.137309,1284.1780;1293.5725;1303.2845;1313.0171;1323.0051;1333.0794,0.982163;0.985447;0.920625;0.987372;0.991004;0.874384,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,0,-3,20190603_204847,MZMOTE_LULAB_380_500,-0.5,1.735403e-07,1.341723e-10,0.004446676,1279.9833,1340.0025,6000,-43.77055740356445,-6.152801990509033,-18.24639109301567,37.61775541305542,1333.1438,1298.8019,6,4.23807,0.132683,-0.132683,-0.128160;-0.128240;-0.120891;-0.139714;-0.141783;-0.137309,1284.1780;1293.5725;1303.2845;1313.0171;1323.0051;1333.0794,0.982163;0.985447;0.920625;0.987372;0.991004;0.874384,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,0,-3,20190603_204847,MZMOTE_LULAB_380_500,0.0,1.735403e-07,1.341723e-10,0.004446676,1279.984,1340.003,6000,-43.70808410644531,-6.185191631317139,-18.260081395308177,37.522892475128174,1333.1422,1298.7825,6,4.23807,0.132683,-0.132683,-0.128160;-0.128240;-0.120891;-0.139714;-0.141783;-0.137309,1284.1780;1293.5725;1303.2845;1313.0171;1323.0051;1333.0794,0.982163;0.985447;0.920625;0.987372;0.991004;0.874384,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,0,-3,20190603_204847,MZMOTE_LULAB_380_500,0.5,1.735403e-07,1.341723e-10,0.004446676,1279.9841,1340.0021,6000,-43.70037078857422,-6.217310905456543,-18.213201573053997,37.483059883117676,1332.9416,1298.2,6,4.23807,0.132683,-0.132683,-0.128160;-0.128240;-0.120891;-0.139714;-0.141783;-0.137309,1284.1780;1293.5725;1303.2845;1313.0171;1323.0051;1333.0794,0.982163;0.985447;0.920625;0.987372;0.991004;0.874384,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,0)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,2,-3,20190603_204847,MZMOTE_LULAB_380_500,-2.0,1.435766e-07,1.317004e-10,0.003458655,1279.9825,1340.004,6000,-43.32004928588867,-7.415877342224121,-18.513312234242758,35.90417194366455,1330.6443,1305.7073,7,3.94485,0.130411,-0.127607,-0.164811;-0.147897;-0.164046;-0.145891;-0.134497;-0.145920;0.009811,1281.6581;1291.1061;1300.7321;1310.4807;1320.4063;1330.3907;1339.9385,0.966141;0.989497;0.987155;0.988705;0.984528;0.943759;0.461836,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,2,-3,20190603_204847,MZMOTE_LULAB_380_500,-1.5,1.435766e-07,1.317004e-10,0.003458655,1279.9833,1340.0039,6000,-43.34408950805664,-7.446078300476074,-18.51031860868136,35.898011207580566,1330.6172,1305.7037,7,3.94485,0.130411,-0.127607,-0.164811;-0.147897;-0.164046;-0.145891;-0.134497;-0.145920;0.009811,1281.6581;1291.1061;1300.7321;1310.4807;1320.4063;1330.3907;1339.9385,0.966141;0.989497;0.987155;0.988705;0.984528;0.943759;0.461836,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,2,-3,20190603_204847,MZMOTE_LULAB_380_500,-1.0,1.435766e-07,1.317004e-10,0.003458655,1279.9835,1340.003,6000,-43.44450759887695,-7.46580696105957,-18.513357850790022,35.97870063781738,1330.5711,1305.6858,7,3.94485,0.130411,-0.127607,-0.164811;-0.147897;-0.164046;-0.145891;-0.134497;-0.145920;0.009811,1281.6581;1291.1061;1300.7321;1310.4807;1320.4063;1330.3907;1339.9385,0.966141;0.989497;0.987155;0.988705;0.984528;0.943759;0.461836,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,2,-3,20190603_204847,MZMOTE_LULAB_380_500,-0.5,1.435766e-07,1.317004e-10,0.003458655,1279.9843,1340.0062,6000,-43.46684646606445,-7.466771125793457,-18.5428648045063,36.000075340270996,1330.4989,1305.7035,7,3.94485,0.130411,-0.127607,-0.164811;-0.147897;-0.164046;-0.145891;-0.134497;-0.145920;0.009811,1281.6581;1291.1061;1300.7321;1310.4807;1320.4063;1330.3907;1339.9385,0.966141;0.989497;0.987155;0.988705;0.984528;0.943759;0.461836,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,2,-3,20190603_204847,MZMOTE_LULAB_380_500,0.0,1.435766e-07,1.317004e-10,0.003458655,1279.9825,1340.005,6000,-43.427398681640625,-7.431942939758301,-18.550340216557185,35.995455741882324,1330.3638,1305.7059,7,3.94485,0.130411,-0.127607,-0.164811;-0.147897;-0.164046;-0.145891;-0.134497;-0.145920;0.009811,1281.6581;1291.1061;1300.7321;1310.4807;1320.4063;1330.3907;1339.9385,0.966141;0.989497;0.987155;0.988705;0.984528;0.943759;0.461836,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,2,-3,20190603_204847,MZMOTE_LULAB_380_500,0.5,1.435766e-07,1.317004e-10,0.003458655,1279.9838,1340.0063,6000,-43.640525817871094,-7.441433906555176,-18.591899637063346,36.19909191131592,1339.9436,1305.7056,7,3.94485,0.130411,-0.127607,-0.164811;-0.147897;-0.164046;-0.145891;-0.134497;-0.145920;0.009811,1281.6581;1291.1061;1300.7321;1310.4807;1320.4063;1330.3907;1339.9385,0.966141;0.989497;0.987155;0.988705;0.984528;0.943759;0.461836,"data\HY202103\D23\20190603_204847\HY202103_D23_(-3,2)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-1,-4,20190603_204847,MZMOTE_LULAB_380_500,-2.0,1.996838e-07,1.371469e-10,0.004697751,1279.9826,1339.9998,6000,-44.844940185546875,-7.569402694702148,-18.53420307691892,37.27553749084473,1339.7068,1295.4331,7,5.22008,0.140294,-0.140294,-0.128994;-0.141457;-0.138469;-0.136280;-0.141406;-0.143703;-0.151749,1280.7983;1290.0324;1299.6955;1309.3660;1319.2810;1329.1231;1339.4700,0.990133;0.981131;0.989096;0.992503;0.957442;0.838554;0.880938,"data\HY202103\D23\20190603_204847\HY202103_D23_(-4,-1)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-1,-4,20190603_204847,MZMOTE_LULAB_380_500,-1.5,1.996838e-07,1.371469e-10,0.004697751,1279.9834,1340.0018,6000,-44.81768798828125,-7.592319488525391,-18.531299417098364,37.22536849975586,1339.7182,1295.4364,7,5.22008,0.140294,-0.140294,-0.128994;-0.141457;-0.138469;-0.136280;-0.141406;-0.143703;-0.151749,1280.7983;1290.0324;1299.6955;1309.3660;1319.2810;1329.1231;1339.4700,0.990133;0.981131;0.989096;0.992503;0.957442;0.838554;0.880938,"data\HY202103\D23\20190603_204847\HY202103_D23_(-4,-1)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-1,-4,20190603_204847,MZMOTE_LULAB_380_500,-1.0,1.996838e-07,1.371469e-10,0.004697751,1279.9837,1340.0057,6000,-44.81550979614258,-7.602524757385254,-18.568704741001127,37.212985038757324,1339.6791,1295.4398,7,5.22008,0.140294,-0.140294,-0.128994;-0.141457;-0.138469;-0.136280;-0.141406;-0.143703;-0.151749,1280.7983;1290.0324;1299.6955;1309.3660;1319.2810;1329.1231;1339.4700,0.990133;0.981131;0.989096;0.992503;0.957442;0.838554;0.880938,"data\HY202103\D23\20190603_204847\HY202103_D23_(-4,-1)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-1,-4,20190603_204847,MZMOTE_LULAB_380_500,-0.5,1.996838e-07,1.371469e-10,0.004697751,1279.9839,1340.0039,6000,-44.73786926269531,-7.6103291511535645,-18.57447384206454,37.12754011154175,1339.5672,1294.7315,7,5.22008,0.140294,-0.140294,-0.128994;-0.141457;-0.138469;-0.136280;-0.141406;-0.143703;-0.151749,1280.7983;1290.0324;1299.6955;1309.3660;1319.2810;1329.1231;1339.4700,0.990133;0.981131;0.989096;0.992503;0.957442;0.838554;0.880938,"data\HY202103\D23\20190603_204847\HY202103_D23_(-4,-1)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-1,-4,20190603_204847,MZMOTE_LULAB_380_500,0.0,1.996838e-07,1.371469e-10,0.004697751,1279.9842,1340.0058,6000,-44.526187896728516,-7.62442684173584,-18.571903324524563,36.901761054992676,1339.4895,1294.7316,7,5.22008,0.140294,-0.140294,-0.128994;-0.141457;-0.138469;-0.136280;-0.141406;-0.143703;-0.151749,1280.7983;1290.0324;1299.6955;1309.3660;1319.2810;1329.1231;1339.4700,0.990133;0.981131;0.989096;0.992503;0.957442;0.838554;0.880938,"data\HY202103\D23\20190603_204847\HY202103_D23_(-4,-1)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-1,-4,20190603_204847,MZMOTE_LULAB_380_500,0.5,1.996838e-07,1.371469e-10,0.004697751,1279.9844,1340.0075,6000,-44.58893585205078,-7.63305139541626,-18.559189064820607,36.95588445663452,1339.3371,1294.6214,7,5.22008,0.140294,-0.140294,-0.128994;-0.141457;-0.138469;-0.136280;-0.141406;-0.143703;-0.151749,1280.7983;1290.0324;1299.6955;1309.3660;1319.2810;1329.1231;1339.4700,0.990133;0.981131;0.989096;0.992503;0.957442;0.838554;0.880938,"data\HY202103\D23\20190603_204847\HY202103_D23_(-4,-1)_LION1_DCM_LMZO.xml"
HY202103,D23,DCM_LMZO,-4,0,20190603_204847,MZMOTE_LULAB_380_500,-2.0,1.758982e-07,1.381105e-10,0.00446655,1279.9831,1340.002,6000,-44.5815315246582,-7.137818336486816,-18.593399572134018,37.44371318817139,1333.5379,1298.784,7,3.00962,0.115998,-0.115835,-0.126989;-0.142349;-0.131846;-0.135834;-0.140611;-0.133789;0.000571,1284.3253;1293.8504;1303.4747;1313.3162;1323.2673;1333.3182;1339.9641,0.992658;0.990891;0.920973;0.967781;0.922691;0.898330;0.017143,"data\HY202103\D23\20190603_204847\HY202103_D23_(0,-4)_LION1_DCM_LMZO.xml"
